pupid,insample,weight,BMI,T_avgtest96,T_buda,T_demeaned_popT_6k,T_female_baseline,T_pup_pop,T_saturation_dm,T_std98_base,T_zoneidI2,T_zoneidI3,T_zoneidI4,T_zoneidI5,T_zoneidI6,T_zoneidI7,T_zoneidI8,age_older,avgtest96,buda,cash_crop,cash_crop_FULL,cognitive_EngVocab_normalized,cost_sharing,demeaned_pop12_6km,demeaned_popT_1km,demeaned_popT_2km,demeaned_popT_3km,demeaned_popT_4km,demeaned_popT_5km,demeaned_popT_6k,demeaned_popT_7km,demeaned_popT_36k,demeaned_popT_69k,earnings_nonag_total_ALL,emp,emp_hrs7_total,emp_hrs7_total_ALL,emp_hrs7_total_pos,emp_salary_total,farmhrs2_ALL,farmhrs2_pos,farmwork2,female_baseline,gender_age_base_I1,gender_age_base_I2,gender_age_base_I3,gender_age_base_I4,gender_age_base_I5,gender_age_base_I6,gender_age_base_I7,gender_age_base_I8,gender_age_base_I9,gender_age_base_I10,gender_age_base_I11,gender_age_base_I12,gender_age_base_I13,gender_age_base_I14,gender_age_base_I15,gender_age_base_I16,gender_age_base_I17,gender_age_base_I18,gender_age_base_I19,gender_age_base_I20,gender_age_base_I21,gender_age_base_I22,gender_age_base_I23,gender_age_base_I24,gender_age_base_I25,gender_age_base_I26,gender_age_base_I27,gender_age_base_I28,gender_age_base_I29,gender_age_base_I30,gender_age_base_I31,general_health,grp3,height,high_standard,industry1,industry1_ALL,industry2,industry2_ALL,industry3,industry3_ALL,industry4,industry4_ALL,industry5,industry5_ALL,industry6,industry6_ALL,industry7,industry7_ALL,industry8,industry8_ALL,industry9,industry9_ALL,industry10,industry10_ALL,industry11,industry11_ALL,industry12,industry12_ALL,industry13,industry13_ALL,industry14,industry14_ALL,industry15,industry15_ALL,industry16,industry16_ALL,industry17,industry17_ALL,industry18,industry18_ALL,industry19,industry19_ALL,industry20,insample_edu_matrix,intensive,ln_emp_salary_total,ln_emp_salary_total_2007,ln_emp_salary_total_trimmed,ln_selfemp_profits30_total_cal,ln_wage_10hrs,month_interviewI2,month_interviewI3,month_interviewI4,month_interviewI5,month_interviewI6,month_interviewI7,month_interviewI8,month_interviewI9,month_interviewI10,month_interviewI11,month_interviewI12,num_meals_yesterday,out_of_school,passed_primary_exam,pc_ttl_cnsmp_avg_df_usd,primary_industry_self_indicator,psdpsch98,pup_pop,ravensB_normalized,repeat_somept,residence_outbusia,s2_age98_klps,s3_district_city,s5_attendPsch1999,s5_attendPsch2000,s5_attendPsch2001,s5_attendPsch2002,s5_attendPsch2003,s5_attendPsch2004,s5_attendPsch2005,s5_attendPsch2006,s5_attendPsch2007,s5_attendSsch1999,s5_attendSsch2000,s5_attendSsch2001,s5_attendSsch2002,s5_attendSsch2003,s5_attendSsch2004,s5_attendSsch2005,s5_attendSsch2006,s5_attendSsch2007,s5_attend_secsch_2007,s5_attendsch1999,s5_attendsch2000,s5_attendsch2001,s5_attendsch2002,s5_attendsch2003,s5_attendsch2004,s5_attendsch2005,s5_attendsch2006,s5_attendsch2007,s5_attendsch_survey,s5_highstd2007,s16_1_10poorhealth,saturation36k_dm,saturation69k_dm,saturation_1km_dm,saturation_2km_dm,saturation_3km_dm,saturation_4km_dm,saturation_5km_dm,saturation_6km_dm,saturation_7km_dm,saturation_dm,saturation_dm_sq,selfemp,selfemp_employees_total,selfemp_hrs7_total,selfemp_hrs7_total_ALL,selfemp_hrs7_total_pos,selfemp_profits30_total,selfemp_profits30_total_cal,selfemp_profits30_tott5,std98_base,std98_base_I2,std98_base_I3,std98_base_I4,std98_base_I5,std98_base_I6,total_hours,total_hours_positive,total_years_enrolledP,total_years_enrolledS,totpar,totpar98,totprs98,totyrs_enrolled,treatment,treatment_5kmlake,treatment_gender,treatment_geohelmith,treatment_high_std,treatment_worm,wave2,within_5km_lake,worked_emp_hours,worked_farm_hours,worked_hours,worked_self_hours,z_geohelmith1998_demeaned,z_inf98,zoneidI2,zoneidI3,zoneidI4,zoneidI5,zoneidI6,zoneidI7,zoneidI8
2777001,1,1,21.612814,-.2881186,0,-2.8052678,0,.138,-.071961522,7,0,0,0,0,0,0,1,1,-.2881186,0,0,0,.53981155,0,-2.0652108,-.041233175,-.12884346,-.99903691,-2.0344744,-2.7843208,-2.8052678,-3.4057744,-1.8062307,-2.1894307,0,0,,0,,,25,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,2,1,0,,,277,.138,-1.0158737,1,0,13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,1,-.10741067,-.054713458,-.080578193,.37575004,.26948899,.23688972,-.24535805,-.071961522,-.0048979521,-.071961522,.0051784609,0,,,0,,,,,7,0,0,0,0,1,25,25,3,0,1.4,1,4,4,1,0,0,-.10365757,1,-.14353421,0,0,0,1,1,0,-.10365757,-.14353421,0,0,0,0,0,0,1
2777002,1,1,20.252926,-.2881186,0,-2.8052678,0,.138,-.071961522,7,0,0,0,0,0,0,1,1,-.2881186,0,0,0,-.084300719,0,-2.0652108,-.041233175,-.12884346,-.99903691,-2.0344744,-2.7843208,-2.8052678,-3.4057744,-1.8062307,-2.1894307,0,0,,0,,,29,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.39999,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,2,1,0,127.78556,,277,.138,-.67021853,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,-.10741067,-.054713458,-.080578193,.37575004,.26948899,.23688972,-.24535805,-.071961522,-.0048979521,-.071961522,.0051784609,0,,,0,,,,,7,0,0,0,0,1,29,29,1,0,2,1,4,2,1,0,0,-.10365757,1,-.14353421,0,0,0,1,1,0,-.10365757,-.14353421,0,0,0,0,0,0,1
2777003,1,1,18.397411,-.2881186,0,-2.8052678,0,.138,-.071961522,7,0,0,0,0,0,0,1,0,-.2881186,0,0,0,1.3719612,0,-2.0652108,-.041233175,-.12884346,-.99903691,-2.0344744,-2.7843208,-2.8052678,-3.4057744,-1.8062307,-2.1894307,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,2,0,1,,,277,.138,.71240222,1,0,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,12,0,-.10741067,-.054713458,-.080578193,.37575004,.26948899,.23688972,-.24535805,-.071961522,-.0048979521,-.071961522,.0051784609,0,,,0,,,,,7,0,0,0,0,1,0,,3,4,1.8,1,4,8,1,0,0,-.10365757,1,-.14353421,1,0,0,0,0,0,-.10365757,-.14353421,0,0,0,0,0,0,1
2777004,1,1,17.078594,-.2881186,0,-2.8052678,1,.138,-.071961522,7,0,0,0,0,0,0,1,1,-.2881186,0,,0,.95588642,0,-2.0652108,-.041233175,-.12884346,-.99903691,-2.0344744,-2.7843208,-2.8052678,-3.4057744,-1.8062307,-2.1894307,2000,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,161.60001,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,9.532424,,0,0,0,0,1,0,0,0,0,0,0,2,1,1,,Retail & Wholesale trade,277,.138,.36674702,1,1,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,-.10741067,-.054713458,-.080578193,.37575004,.26948899,.23688972,-.24535805,-.071961522,-.0048979521,-.071961522,.0051784609,1,0,29,29,29,2000,13800,2000,7,0,0,0,0,1,29,29,2,0,2,1,4,3,1,0,1,-.10365757,1,-.14353421,0,0,0,0,1,1,-.10365757,-.14353421,0,0,0,0,0,0,1
2777005,1,1,19.03299,-.2881186,0,-2.8052678,1,.138,-.071961522,7,0,0,0,0,0,0,1,1,-.2881186,0,,0,-.29233816,0,-2.0652108,-.041233175,-.12884346,-.99903691,-2.0344744,-2.7843208,-2.8052678,-3.4057744,-1.8062307,-2.1894307,0,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,155.8,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,3,1,0,,,277,.138,-1.0158737,1,0,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,1,-.10741067,-.054713458,-.080578193,.37575004,.26948899,.23688972,-.24535805,-.071961522,-.0048979521,-.071961522,.0051784609,0,,,0,,,,,7,0,0,0,0,1,0,,4,0,4,1,4,5,1,0,1,-.10365757,1,-.14353421,1,0,0,0,0,0,-.10365757,-.14353421,0,0,0,0,0,0,1
2782005,1,1.3333334,20.615028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.80510217,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,1,0,0,0,0,0,0,0,2,0,1,,,278,.185,1.3401335,1,0,10,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,9,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,0,,7,1,2.4000001,1,2,9,0,0,0,0,0,0,1,0,0,0,0,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782006,1,1.3333334,20.674906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.97890502,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,36,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,174.7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,278,.185,.98907393,1,0,10,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,9,2,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,36,36,8,1,2.0999999,1,3,10,0,0,0,0,0,0,1,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782007,1,1.3333334,21.348534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.97890502,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,180.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,278,.185,.98907393,1,0,8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,6,6,7,2,3.5999999,1,3,10,0,0,0,0,0,0,0,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782008,1,1.3333334,17.923874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,-.58532083,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,170,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,278,.185,-1.4683437,1,0,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,0,,9,0,3.3999999,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782009,1,5.186667,20.817369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,-1.1067294,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,1500,1,48,48,48,1500,22,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171.60001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.3132205,7.3132205,7.3132205,,2.0557251,0,0,0,0,0,0,0,0,1,0,0,3,1,0,,,278,.185,.28695461,1,0,10,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,70,70,6,0,0,,0,7,0,0,0,0,0,0,1,0,1,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782010,1,1.3333334,21.220638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.63129932,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,13,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,0,1,,,278,.185,.63801426,1,0,8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,13,13,7,2,3.3999999,1,2,10,0,0,0,0,0,0,0,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782011,1,1.3333334,18.516937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.80510217,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167.89999,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,,,278,.185,1.3401335,1,0,8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,0,,7,2,3.5999999,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782017,1,1.5,20.793543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,1.6741165,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,18,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,161.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,2,1,1,,,278,.185,-.064105034,1,1,9,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,10,3,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,18,18,7,2,3.5999999,1,3,10,0,0,0,0,0,0,1,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782020,1,1.5,21.570683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,,0,-.93292654,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,2182,1,84,84,84,2182,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,169.39999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.6879973,7.6879973,7.6879973,,1.870886,0,0,0,0,0,0,1,0,0,0,0,3,1,0,,,278,.185,-.41516471,0,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,84,84,1,0,1.2,1,2,2,0,0,0,0,0,0,1,0,1,0,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782021,1,1.5,20.995903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.4574964,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,165.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,,278,.185,.28695461,1,0,8,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,8,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,11,11,9,0,3.3999999,1,3,10,0,0,0,0,0,0,0,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2782024,1,1.5,19.771343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.10989068,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,18,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,278,.185,-1.8194033,1,0,9,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8,2,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,2,0,0,0,0,0,18,18,8,0,3.8,1,3,9,0,0,0,0,0,0,0,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2783001,1,1.5555556,18.932196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.29775685,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,167,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,3,0,1,,,278,.185,-1.6185855,1,0,10,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,3,1,0,0,0,0,0,,5,4,3.5999999,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,-.020211697,.020035386,0,0,0,1,0,0,0
2783003,1,1.5555556,24.775509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.87313646,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,21,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,155.10001,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,3,1,1,,,278,.185,-.49439779,1,0,12,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,9,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,3,1,0,0,0,0,21,21,6,1,1.8,1,3,8,0,0,0,0,0,0,0,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2783005,1,6.0511112,25.752651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,-.85300237,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,19,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,153.39999,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,6.6846118,,,,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,,278,.185,-.11966854,1,1,9,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,7,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,3,1,0,0,0,0,19,19,5,0,2,1,3,6,0,0,0,0,0,0,1,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
2783009,1,1.5555556,29.279358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.56303364,0,,0,-.85300237,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,165.39999,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,3,1,0,,,278,.185,-.86912704,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,3,1,0,0,0,0,0,,2,0,2.2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,-.020211697,.020035386,0,0,0,1,0,0,0
2783010,1,1.5555556,23.673645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.56303364,0,0,0,.10596365,0,-.5657773,-.041233175,-.38632825,-.33282197,-.71364725,-.87700129,-1.470058,-1.8805716,-1.1372359,-.76978159,0,0,,0,,,26,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,159.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,2,1,0,,,278,.185,-1.6185855,0,0,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,0,.049559951,-.15732819,-.080578193,-.37424996,.26948899,.23688972,.23171216,.094121099,.12795883,.094121099,.0088587813,0,,,0,,,,,3,1,0,0,0,0,26,26,3,0,1,1,2,4,0,0,0,0,0,0,1,0,0,1,1,0,-.020211697,.020035386,0,0,0,1,0,0,0
